##############################################################################
################################### HSK 2 ####################################
##############################################################################

# 1. .. (115)
# (1)
2,	公司,           gōngsī,         company
2,	机场,           jīchǎng,        airport
2,	教室,           jiàoshì,        classroom
2,	房间,           fángjiān,       apartment; room
2,	路,             lù,             street; road

# (2)
2,	左边,           zuǒbian,        left
2,	右边,           yòubian,        right
2,	外,             wài,            outside; foreign; outer; extrinsic
2,	旁边,           pángbiān,       side; next to

# (3)
2,	早上,           zǎoshàng,       morning
2,	晚上,           wǎnshàng,       evening
2,	小时,           xiǎoshí,        hour
2,	时间,           shíjiān,        period; time
2,	去年,           qùnián,         last year
2,	号,             hào,            number
2,	生日,           shēngrì,        birthday

# (4)
2,	哥哥,           gēge,           elder brother; big brother; older brother
2,	姐姐,           jiějie,         elder sister; big sister; older sister
2,	弟弟,           dìdi,           younger brother; little brother
2,	妹妹,           mèimei,         younger sister; little sister
2,	丈夫,           zhàngfu,        husband
2,	妻子,           qīzi,           wife
2,	孩子,           háizi,          children; child
2,	男人,           nánrén,         man
2,	女人,           nǚrén,          woman
2,	服务员,         fúwùyuán,       waiter

# (5)
2,	鱼,             yú,             fish
2,	羊肉,           yángròu,        lamb
2,	牛奶,           niúnǎi,         milk
2,	鸡蛋,           jīdàn,          egg; eggs
2,	西瓜,           xīguā,          watermelon
2,	咖啡,           kāfēi,          coffee
2,	自行车,         zìxíngchē,      bicycle; bike
2,	船,             chuán,          boat; ship
2,	雪,             xuě,            snow
2,	药,             yào,            medicine; cure
2,	手机,           shǒujī,         mobile phone; cell phone
2,	手表,           shǒubiǎo,       wristwatch; watch
2,	眼睛,           yǎnjing,        eye
2,	身体,           shēntǐ,         body
2,	公共汽车,       gōnggōngqìchē,  bus
2,	报纸,           bàozhǐ,         newspaper

# (6)
2,	门,             mén,            door
2,	题,             tí,             matter; question
2,	课,             kè,             class
2,	姓,             xìng,           family name; last name; surname; name
2,	问题,           wèntí,          question; problem
2,	事情,           shìqíng,        matters; matter
2,	考试,           kǎoshì,         exam
2,	票,             piào,           ticket
2,	意思,           yìsi,           meaning; funny
2,	颜色,           yánsè,          colour

# 2. .. (78)
# (1)
2,	欢迎,           huānyíng,       welcome; reception; greeting; compliment

# (3)
2,	问,             wèn,            ask
2,	走,             zǒu,            walk; go; move; run
2,	进,             jìn,            enter; go in; come into
2,	出,             chū,            come out; go out; out; exit
2,	跑步,           pǎobù,          running; jogging
2,	跑,             pǎo,            run; jog
2,	到,             dào,            go to; reach; arrive
2,	穿,             chuān,          wear; put on
2,	洗,             xǐ,             wash
2,	给,             gěi,            give; grant; allow; let; supply
2,	找,             zhǎo,           search; look for; seek
2,	懂,             dǒng,           understand
2,	笑,             xiào,           laugh; smile; laughter
2,	回答,           huídá,          answer; reply
2,	告诉,           gàosu,          tell; inform
